Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Year of Launch_1974,Year of Launch_1978,Year of Launch_1988,Year of Launch_1989,Year of Launch_1990,Year of Launch_1991,Year of Launch_1992,Year of Launch_1993,Year of Launch_1994,Year of Launch_1995,Year of Launch_1996,Year of Launch_1997,Year of Launch_1998,Year of Launch_1999,Year of Launch_2000,Year of Launch_2001,Year of Launch_2002,Year of Launch_2003,Year of Launch_2004,Year of Launch_2005,Year of Launch_2006,Year of Launch_2007,Year of Launch_2008,Year of Launch_2009,Year of Launch_2010,Year of Launch_2011,Year of Launch_2012,Year of Launch_2013,Year of Launch_2014,Year of Launch_2015,Year of Launch_2016
CUSat-1,NR,"Space Systems Design Studio, Cornell University",USA,Civil,Technology Development,,LEO,Polar,0.0,326.0,1465.0,0.0784,80.99,102.89,,,2.2,2013-09-29,0.5,"Space Systems Design Studio, Cornell University",USA,Vandenberg AFB,Falcon 9,2013-055B,39266.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Daichi-2,NR,Japan Aerospace Exploration Agency (JAXA),Japan,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,630.0,635.0,0.000357,97.88,97.36,2120,,5200,2014-05-24,7,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,2014-029A,39766.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DAMPE,NR,Chinese Academy of Science,China,Government,Space Science,,LEO,Sun-Synchronous,0.0,488.0,505.0,0.00124,97.3,94.54,1850,,,2015-12-17,3,Chinese Academy of Science,China,Jiuquan Satellite Launch Center,Long March 2D,2015-078A,41173.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DCBB,NR,China Amateur Satellite - CAMSAT,China,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,514.0,536.0,0.0016,97.46,95.13,3,,,2015-09-19,, Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049P,40912.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Deimos 1,Spain,Deimos Imaging/DMC International Imaging (DMCII),Spain,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,661.0,662.0,7.11e-05,98.0,98,90,,,2009-07-29,5,Surrey Satellite Technologies Ltd.,United Kingdom,Baikonur Cosmodrome,Dnepr,2009-041A,35681.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Deimos 2,NR,Deimos Imaging/DMC International Imaging (DMCII),Spain,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,597.0,619.0,0.00158,97.99,96.85,310,,450,2014-06-19,10,Satrec Initiative,South Korea,Dombarovsky Air Base,Dnepr,2014-033D,40013.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Delfi-C3,NR,"Technical University, Delft",Netherlands,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,598.0,616.0,0.00129,97.8,96.8,7,,,2008-04-28,,Technical University of Delft,Netherlands,Satish Dhawan Space Center,PSLV C9,2008-021G,32789.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
DirecTV-10,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-102.74,35785.0,35788.0,3.56e-05,0.04,1436.1,5900,3700,18000,2007-07-07,15,Boeing Space and Intelligence Systems,USA,Baikonur Cosmodrome,Proton M,2007-032A,31862.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
DirecTV-11,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-99.21,35786.0,35786.0,0.0,0.03,1436.1,5900,,,2008-03-19,,Boeing Satellite Development Center,USA,Sea Launch (Odyssey),Zenit 3SL,2008-013A,32729.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
DirecTV-12,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-102.8,35785.0,35786.0,1.19e-05,0.09,1436.04,5900,,"8,700 (BOL)",2009-12-29,15,Boeing Space Systems,USA,Baikonur Cosmodrome,Breeze M,2009-075A,36131.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
DirecTV-14,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-99.0,35930.0,35933.0,3.55e-05,0.02,1443.51,5900,,20000,2014-12-06,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2014-078B,40333.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DirecTV-15,NR,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-103.0,35685.0,35809.0,0.00147,0.1,1434.07,5500,2364,,2015-05-27,15,Airbus Defense and Space,Germany/France,Guiana Space Center,Ariane 5 ECA,2015-026A,40663.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DirecTV-1R,USA,Russian Satellite Communications Co.,Russia,Commercial,Communications,,GEO,,55.9,35778.0,35795.0,0.000202,0.03,1436.1,3420,2304,"8,700 (BOL)",1999-10-10,15,Hughes Electronics Corp.,USA,Sea Launch (Odyssey),Zenit 3SL,1999-056A,25937.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DirecTV-4S,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-101.15,35780.0,35792.0,0.000142,0.05,1436.09,4300,2100,"8,100 (EOL)",2001-11-27,15,Hughes Electronics Corp.,USA,Guiana Space Center,Ariane 44LP,2001-052A,26985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DirecTV-5,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-110.05,35773.0,35799.0,0.000308,0.07,1436.08,4300,3640,,2002-05-07,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2002-023A,27426.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DirecTV-7S,USA,"DirecTV, Inc. ",USA,Commercial,Communications,,GEO,,-119.04,35774.0,35797.0,0.000273,0.01,1436.1,5483,3500,13000,2004-05-04,15,Space Systems/Loral,USA,Sea Launch,Zenit 3SL,2004-016A,28238.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
DirecTV-8,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-100.81,35777.0,35796.0,0.000225,0.02,1436.1,3800,,8200,2005-05-22,12,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M/Breeze M,2005-019A,28659.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
DirecTV-9S,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-101.08,35774.0,35798.0,0.000285,0.03,1436.1,5500,2364,13900,2006-10-13,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-043A,29494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
DLR Tubsat,NR,Deutsches Zentrum für Luft- und Raumfahrt,Germany,Government,Earth Science,,LEO,Sun-Synchronous,0.0,712.0,732.0,0.00141,98.6,99.2,45,,120,1999-05-26,1 yr.,"Institute of Aeronautics and Astronautics, Technical University of Berlin",Germany,Satish Dhawan Space Centre,PSLV C2,1999-029B,25757.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DMC 3-1,United Kingdom,Surrey Satellite Technology Ltd.,United Kingdom,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,636.0,663.0,0.00192,98.0,97.71,447,,,2015-07-10,10,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032A,40715.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DMC 3-2,United Kingdom,Surrey Satellite Technology Ltd.,United Kingdom,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,636.0,663.0,0.00192,98.0,97.71,447,,,2015-07-10,10,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032B,40716.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DMC 3-3,United Kingdom,Surrey Satellite Technology Ltd.,United Kingdom,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,636.0,661.0,0.00178,98.0,97.69,447,,,2015-07-10,10,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032C,40717.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
USA 131,USA,DoD/NOAA,USA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0.0,842.0,855.0,0.0009,98.9,101.9,1134,823,900,1997-04-04,5,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,1997-012A,24753.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA 147,USA,DoD/NOAA,USA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0.0,837.0,851.0,0.00097,98.9,101.8,1152,823,900,1999-12-12,5,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,1999-067A,25991.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA 172,USA,DoD/NOAA,USA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0.0,843.0,852.0,0.000623,98.9,101.87,1154,825,900,2003-10-18,5,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,2003-048A,28054.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
USA 173,USA,DoD/NOAA,USA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0.0,842.0,855.0,0.0009,98.79,101.89,1154,825,900,2006-11-04,5,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 4,2006-050A,29522.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
USA 210,USA,DoD/NOAA,USA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0.0,842.0,859.0,0.00118,98.93,101.94,1155,825,900,2009-10-18,5,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Atlas 5,2009-057A,35951.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dove 1c-1,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,605.0,621.0,0.00115,97.99,96.96,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033T,40027.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-10,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,604.0,621.0,0.00122,97.99,96.95,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033P,40023.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-11,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,606.0,622.0,0.00115,97.99,96.98,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033Z,40033.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-2,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,605.0,623.0,0.00129,97.99,96.98,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033V,40029.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-3,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,608.0,624.0,0.00115,97.99,97.02,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AH,40041.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-4,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,607.0,622.0,0.00107,97.99,96.98,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033X,40031.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-5,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,606.0,625.0,0.00136,97.99,97.01,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AE,40038.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-6,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,607.0,622.0,0.00107,97.99,96.99,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AC,40036.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-7,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,606.0,620.0,0.001,97.99,96.96,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033S,40026.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-8,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,607.0,625.0,0.00129,97.99,97.02,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AG,40040.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1c-9,USA,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,607.0,623.0,0.00115,97.99,96.99,4,,,2014-06-19,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AB,40035.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dove 1e-10,NR,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,398.0,401.0,0.000222,51.6,92.55,4,,,2015-07-15,,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GP,40737.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
