Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Year of Launch_1974,Year of Launch_1978,Year of Launch_1988,Year of Launch_1989,Year of Launch_1990,Year of Launch_1991,Year of Launch_1992,Year of Launch_1993,Year of Launch_1994,Year of Launch_1995,Year of Launch_1996,Year of Launch_1997,Year of Launch_1998,Year of Launch_1999,Year of Launch_2000,Year of Launch_2001,Year of Launch_2002,Year of Launch_2003,Year of Launch_2004,Year of Launch_2005,Year of Launch_2006,Year of Launch_2007,Year of Launch_2008,Year of Launch_2009,Year of Launch_2010,Year of Launch_2011,Year of Launch_2012,Year of Launch_2013,Year of Launch_2014,Year of Launch_2015,Year of Launch_2016
BIROS,NR,German Aerospace Center (DLR),Germany,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,500.0,517.0,0.00124,97.5,94.7,130,,,2016-06-22,,German Aerospace Center (DLR),Germany,Satish Dhawan Space Centre,PSLV XL,2016-040F,41604.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BisonSat,NR,Salish Kootenai College,USA,Civil,Earth Observation/Technology Development,Optical Imaging,LEO,Non-Polar Inclined,0.0,497.0,801.0,0.0217,64.78,97.7,1,,,2015-10-08,,Salish Kootenai College,USA,Cape Canaveral,Atlas 5,2015-058E,40968.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BKA 2,Belarus,National Academy of Sciences,Belarus,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,503.0,507.0,0.000291,97.5,94.7,400,110,300,2012-07-22,5,NPO VNIIEM,Russia,Baikonur Cosmodrome,Soyuz-Fregat,2012-039B,38708.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Brazilsat B-2,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Military/Commercial,Communications,,GEO,,-68.0,35776.0,35797.0,0.000249,0.84,1436.11,1780,"1,050 (BOL)","1,800 (BOL)",1995-03-28,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,1995-016A,23536.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brazilsat B-3,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,,GEO,,-74.96,35769.0,35803.0,0.000403,0.04,1436.07,1780,"1,050 (BOL)","1,800 (BOL)",1998-02-04,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,1998-006A,25152.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brazilsat B-4,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,,GEO,,-84.03,35772.0,35800.0,0.000332,0.07,1436.09,2495,"1,050 (BOL)","1,800 (BOL)",2000-08-17,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,2000-046A,26469.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRISat,NR,Bank Rakyat Indonesia (BRI),Indonesia,Commercial,Communications,,GEO,,150.5,35702.0,35876.0,0.00206,0.07,1436.2,3540,,,2016-06-19,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2016-039A,41591.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRITE-CA-1,NR,"University of Toronto, Institute for Aerospace Studies",Canada,Civil,Space Science,,LEO,Sun-Synchronous,0.0,613.0,739.0,0.00894,97.97,98.27,10,,,2014-06-19,,"University of Toronto, Institute for Aerospace Studies",Canada,Dombarovsky Air Base,Dnepr,2014-033L,40020.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRITE-PL-1,Poland,BRITE Consortium,Multinational,Government,Space Science,,LEO,Sun-Synchronous,0.0,594.0,886.0,0.0205,97.7,99.6,10,,,2013-11-21,2,"Space Research Center, Polish Academy of Sciences",Poland,Dombarovsky Air Base,Dnepr,2013-066R,39431.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRITE-PL-2,NR,BRITE Consortium,Multinational,Government,Space Science,,LEO,Sun-Synchronous,0.0,610.0,633.0,0.00164,98.02,97.1,10,,,2014-08-19,2,"Space Research Center, Polish Academy of Sciences",Poland,Taiyuan Launch Center,CZ-4B,2014-049B,40119.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BSAT-3A,Japan,Broadcasting Satellite System Corp.,Japan,Commercial,Communications,,GEO,,109.91,35778.0,35794.0,0.00019,0.03,1436.1,1980,,,2007-08-14,13,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-036B,32019.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BSAT-3B,Japan,Broadcasting Satellite System Corp.,Japan,Commercial,Communications,,GEO,,110.0,33066.0,35725.0,0.0326,0.07,1365.61,2060,975,,2010-10-28,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2010-056B,37207.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
BSAT-3C/JCSat 110-R,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,110.0,35784.0,35787.0,3.56e-05,0.05,1436.04,2910,,,2011-08-06,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2011-041B,37776.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bugsat-1,NR,Satellogic S.A.,Argentina,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,570.0,617.0,0.00337,97.99,96.55,25,,,2014-06-19,,Satellogic S.A.,Argentina,Dombarovsky Air Base,Dnepr,2014-033E,40014.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Calipso,France,Centre National d'Etudes Spatiales (CNES)/NASA,France/USA,Government,Earth Science,,LEO,Sun-Synchronous,0.0,702.0,703.0,7.07e-05,98.2,98.8,587,,550,2006-04-28,3,Alcatel Alenia Space,France,Vandenberg AFB,Delta 2,2006-016B,29108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Canopus-B,Russia,Scientific Production Corporation (joint stock creation of Russian Space Agency),Russia,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,501.0,505.0,0.000291,97.5,94.7,400,110,300,2012-07-22,5,All-Russia Research Institute of Electromechanics (NPP VNIIEM),Russia,Baikonur Cosmodrome,Soyuz-Fregat,2012-039A,38707.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CartoSat 1,India,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,618.0,619.0,7.15e-05,97.9,97.1,1560,1450,1100,2005-05-05,6,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C6,2005-017A,28649.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
CartoSat 2,India,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,632.0,635.0,0.000214,97.0,97.4,680,,,2007-01-10,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C7,2007-001B,29710.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
CartoSat 2A,India,Indian Space Research Organization (ISRO),India,Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,624.0,643.0,0.00136,97.9,97.4,680,,,2008-04-28,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV C9,2008-021A,32783.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CartoSat 2B,India,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,622.0,645.0,0.00164,97.9,97.4,694,,,2010-07-12,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV,2010-035A,36795.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CartoSat 2C,NR,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,501.0,519.0,0.00131,97.5,94.8,727,,,2016-06-22,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center ,PSLV XL,2016-040A,41599.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cassiope,NR,Canadian Space Agency,Canada,Government,Earth Science,,LEO,Elliptical,0.0,325.0,1486.0,0.0798,81.0,103.11,490,,600,2013-09-29,2,Canadian Space Agency,Canada,Vandenberg AFB,Falcon 9,2013-055A,39265.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CBERS 4,NR,China National Space Administration (China)/National Institute for Space Research (Brazil),China/Brazil,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,738.0,748.0,0.000703,98.55,99.67,1980,,2300,2014-12-07,3,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-079A,40336.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CBNT-1,NR,Surrey Satellite Technology Ltd.,United Kingdom,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,636.0,658.0,0.00157,98.0,97.66,91,,,2015-07-10,,Surrey Satellite Technologies Ltd.,United Kingdom,Satish Dhawan Space Centre,PSLV,2015-032D,40718.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CFESat,USA,Los Alamos National Labs (LANL),USA,Government,Technology Development,,LEO,Non-Polar Inclined,0.0,538.0,544.0,0.000434,35.4,95.5,159,,110,2007-03-09,,Surrey Satellite Technologies Ltd.,United Kingdom,Cape Canaveral,Atlas 5,2007-006F,30777.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Chandra X-Ray Observatory (CXO),USA,NASA Goddard Space Flight Center,USA,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,9999.0,138825.0,0.797,28.5,3808.92,4742,,2500,1999-07-23,5,TRW Space and Electronics,USA,Cape Canaveral,Space Shuttle (STS 93),1999-040B,25867.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ChinaSat 11,China,China Satellite Communication Corp. (China Satcom),China,Commercial,Communications,,GEO,,98.0,35781.0,35793.0,0.000142,0.02,1436.14,5100,,,2013-05-01,15,China Aerospace Science and Technology Corp. (CASC),China,Xichang Satellite Launch Center,Long March 3B,2013-020A,39157.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ChinaSat 1C,NR,China Satellite Communication Corp. (China Satcom),China,Commercial,Communications,,GEO,,81.0,35778.0,35796.0,0.000213,0.01,1436.12,5200,,8000,2015-12-09,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-073A,41103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChinaSat 2C,NR,China Satellite Communication Corp. (China Satcom),China,Commercial/Government,Communications,,GEO,,,35787.0,35801.0,0.000166,0.5,1436.1,5200,,,2015-11-03,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-063A,41021.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChinaSat 6B,China,China Satellite Communication Corp. (China Satcom),China,Commercial/Government,Communications,,GEO,,115.58,35777.0,35797.0,0.000237,0.05,1436.1,4600,,9500,2007-07-06,15,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2007-031A,31800.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Chuangxin 1-1,China,Chinese Academy of Sciences,China,Government,Communications,,LEO,Sun-Synchronous,0.0,729.0,748.0,0.00134,98.5,99.6,100,,,2003-10-21,,China Academy of Sciences,China,Taiyuan Launch Center,Long March 3B,2003-049B,28058.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Chuangxin 1-2,China,Chinese Academy of Sciences,China,Government,Earth Observation,Optical Imaging/Meterology,LEO,Sun-Synchronous,0.0,785.0,804.0,0.00133,98.5,98.5,101,,,2008-11-05,,China Academy of Sciences,China,Jiuquan Satellite Launch Center,Long March 2D,2008-056B,33434.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Chuangxin 1-3,China,Chinese Academy of Sciences,China,Government,Earth Observation,Optical Imaging/Meterology,LEO,Sun-Synchronous,0.0,784.0,804.0,0.0014,98.5,100.7,100,,,2011-11-20,,China Academy of Sciences,China,Jiuquan Satellite Launch Center,Long March 2D,2011-068A,37930.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Chuangxin 1-4,China,Chinese Academy of Sciences,China,Government,Earth Observation,Optical Imaging/Meterology,LEO,Sun-Synchronous,0.0,778.0,809.0,0.00216,98.46,100.74,100,,,2014-09-04,,China Academy of Sciences,China ,Jiuquan Satellite Launch Center,Long March 2D,2014-051B,40137.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chuangzin-3,China,Chinese Academy of Sciences,China,Government,Technology Development,,LEO,Sun-Synchronous,0.0,665.0,672.0,0.000497,98.03,96.43,200,,,2013-07-19,,China Academy of Sciences,China,Taiyuan Launch Center,Long March 2C,2013-037B,39209.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ChubuSat 1,NR,Nagoya University and Daido University,Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,506.0,538.0,0.00232,97.48,95.07,50,,,2014-11-06,,Nagoya University and Daido University,Japan,Dombarovsky Air Base,Dnepr,2014-070C,40300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ChubuSat 2,NR,Nagoya University and Daido University,Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,560.0,579.0,0.00137,31.0,96.05,50,,,2016-02-17,,Nagoya University and Daido University,Japan,Tanegashima Space Center,H-2A,2016-012B,41338.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ChubuSat 3,NR,Nagoya University and Daido University,Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,558.0,579.0,0.00151,31.0,96,50,,,2016-02-17,,Nagoya University and Daido University,Japan,Tanegashima Space Center,H-2A,2016-012C,41339.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ciel-2,Canada,Ciel Satellite Group,Canada,Commercial,Communications,,GEO,,-129.0,35782.0,35788.0,7.12e-05,0.05,1436.05,5585,,,2008-12-10,15,Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,2008-063A,33453.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CINEMA-1,USA,University of California-Berkeley/Imperial College-London,USA,Civil,Space Science,,LEO,Non-Polar Inclined,0.0,484.0,791.0,0.0219,64.6,97.4,3,,,2012-09-13,,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",USA,Vandenberg AFB,Atlas 5,2012-048G,38764.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
USA 257,USA,Unknown US agency,USA,Military,Communications,,GEO,,106.0,35736.0,35854.0,0.0014,0.04,1436.5,,,,2014-09-16,,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2014-055A,40208.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cloudsat,USA,NASA/Colorado State University,USA,Government/Civil,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,702.0,703.0,7.07e-05,98.2,98.8,848,,570,2006-04-28,2,NASA Jet Propulsion Laboratory,USA,Vandenberg AFB,Delta 2,2006-016A,29107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
COMS-1,South Korea,Korea Aerospace Research Institute (KARI),South Korea,Government,Earth Observation/Communications,Optical Imaging/Meteorology,GEO,,128.0,35783.0,35791.0,9.49e-05,0.01,1436.1,2460,,,2010-06-26,,EADS Astrium/Electronics and Telecommunications Research Institute (ETRI),South Korea,Guiana Space Center,Ariane 5 ECA,2010-032A,36744.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
COMSATBw-1,Germany,Armed Forces,Germany,Military,Communications,,GEO,,63.0,35773.0,35799.0,0.000308,0.05,1436.1,2440,,3500,2009-10-01,15,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2009-054B,35943.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
COMSATBw-2,Germany,Armed Forces,Germany,Military,Communications,,GEO,,13.2,35780.0,35794.0,0.000166,0.08,1436.11,2440,,3500,2010-05-21,15,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2010-021B,36582.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Condor E2,NR,Armed Forces,South Africa,Military,Earth Observation,Radar Imaging,LEO,Polar,0.0,499.0,501.0,0.000146,74.75,94.62,,,,2014-12-19,,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela,2014-084A,40353.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Coriolis,USA,US Air Force/ US Navy/NASA,USA,Military,Earth/Space Science,,LEO,Sun-Synchronous,0.0,820.0,841.0,0.00146,98.8,101.5,817,395,1174,2003-01-06,3,"Spectrum Astro, Inc.",USA,Vandenberg AFB,Titan 2,2003-001A,27640.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
COSMIC-A,NR,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Taiwan/USA,Government/Civil,Earth Observation,Meteorology,LEO,Polar,0.0,764.0,836.0,0.00502,72.0,100.9,70,,46,2006-04-15,2,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011A,29047.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
COSMIC-B,NR,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Taiwan/USA,Government/Civil,Earth Observation,Meteorology,LEO,Polar,0.0,769.0,831.0,0.00432,72.0,100.9,70,,46,2006-04-15,2,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011B,29048.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
COSMIC-D,NR,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Taiwan/USA,Government/Civil,Earth Observation,Meteorology,LEO,Polar,0.0,669.0,746.0,0.00544,72.0,98.9,70,,46,2006-04-15,2,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011D,29050.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
COSMIC-E,NR,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Taiwan/USA,Government/Civil,Earth Observation,Meteorology,LEO,Polar,0.0,751.0,849.0,0.00683,72.0,100.9,70,,46,2006-04-15,2,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011E,29051.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
COSMIC-F,NR,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Taiwan/USA,Government/Civil,Earth Observation,Meteorology,LEO,Polar,0.0,772.0,828.0,0.00391,72.0,100.9,70,,46,2006-04-15,2,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011F,29052.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cosmos 2504,NR,Ministry of Defense,Russia,Military,Technology Development,,LEO,Polar,0.0,1171.0,1504.0,0.0216,82.4,112.41,,,,2015-03-31,,Reshetnev,Russia,Plesetsk Cosmodrome,Rokot,2015-020D,40555.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
COSMO-Skymed 1,Italy,Italian Space Agency/Ministry of Defense,Italy,Military/Civil,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,622.0,623.0,7.15e-05,97.9,97.2,1700,,3600,2007-06-08,5,Thales Alenia Space,France/Italy,Vandenberg AFB,Delta 7000,2007-023A,31598.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
COSMO-Skymed 2,Italy,Italian Space Agency/Ministry of Defense,Italy,Military/Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,622.0,623.0,7.15e-05,97.9,97.2,1700,,,2007-12-09,5,Thales Alenia Space,Italy,Vandenberg AFB,Delta 2,2007-059A,32376.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
COSMO-Skymed 3,Italy,Italian Space Agency/Ministry of Defense,Italy,Military/Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,622.0,623.0,7.15e-05,97.9,97.2,1700,,,2008-10-25,5,Thales Alenia Space,Italy,Vandenberg AFB,Delta 7420,2008-054A,33412.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
COSMO-Skymed 4,Italy,Italian Space Agency/Ministry of Defense,Italy,Military/Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,622.0,623.0,7.15e-05,97.9,97.2,1700,,,2010-11-06,5,Thales Alenia Space,Italy,Vandenberg AFB,Delta 2,2010-060A,37216.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CP-10,NR,California Polytechnic State University/NASA JPL,USA,Civil,Earth Observation,Earth Science,LEO,Elliptical,0.0,441.0,657.0,0.0156,99.1,95.6,4,,,2015-01-31,,California Polytechnic University/NASA JPL,USA,Vandenberg AFB,Delta 2,2015-003E,40380.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cryosat-2,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,Radar Imaging,LEO,Polar,0.0,713.0,724.0,0.000776,92.0,99.2,720,,,2010-04-08,3,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2010-013A,36508.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CSSWE,USA,University of Colorado,USA,Civil,Earth Science,,LEO,Non-Polar Inclined,0.0,479.0,791.0,0.0223,64.6,97.4,3,,,2012-09-13,1 yr.,University of Colorado,USA,Vandenberg AFB,Atlas 5,2012-048D,38761.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cubebug 1,Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Argentina,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,630.0,653.0,0.00164,98.05,97.55,2,,,2013-04-26,,"Argentinian Ministry of Science, Technology and Productive Innovation",Argentina,Jiuquan Satellite Launch Center,CZ-2D,2013-018D,39153.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cubebug 2,NR,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Argentina,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,594.0,715.0,0.00861,97.8,97.8,2,,,2013-11-21,,"Argentinian Ministry of Science, Technology and Productive Innovation",Argentina,Dombarovsky Air Base,Dnepr,2013-066AA,39440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cubesat XI-IV ,Japan,"Department of Astronautics, University of Tokyo",Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,815.0,830.0,0.00104,98.7,101.3,,1,,2003-06-30,,"Department of Astronautics, University of Tokyo",Japan,Plesetsk Cosmodrome,Dnepr,2003-031J,27848.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
